JobID,Y_prob,Y_pred,UserID,rank
821691,0.9443351192244838,1,13,0
508898,0.6011482223662387,1,13,1
719969,0.5761096290825414,1,13,2
145443,0.4056479223542181,0,13,3
855212,0.3687416980379906,0,13,4
497733,0.3682171379841186,0,13,5
123120,0.3651509819564898,0,13,6
524122,0.36356930679986377,0,13,7
350081,0.35692296239694815,0,13,8
561513,0.3552939034391221,0,13,9
598128,0.3509139494149052,0,13,10
75809,0.3509051225601515,0,13,11
411244,0.35079877270034804,0,13,12
93235,0.3499486601332794,0,13,13
29419,0.3499173994458538,0,13,14
324559,0.34874641601731987,0,13,15
1041876,0.34828179458731146,0,13,16
482235,0.34826291978908785,0,13,17
237243,0.3476500026986336,0,13,18
904793,0.3464156930011535,0,13,19
131166,0.8441292850730279,1,514,0
879289,0.5800252244841494,1,514,1
46140,0.4230600544697653,0,514,2
972597,0.41447376197117936,0,514,3
280919,0.4065496184247933,0,514,4
604142,0.3771820027530554,0,514,5
1070692,0.3748113843406265,0,514,6
850977,0.37185083015731113,0,514,7
1094800,0.36839886261226357,0,514,8
904883,0.3665752101826316,0,514,9
209747,0.366473602476242,0,514,10
411752,0.35940740765973794,0,514,11
603448,0.3591088019135806,0,514,12
27234,0.35151771494441414,0,514,13
661846,0.35071980615044096,0,514,14
161085,0.35052202416505646,0,514,15
767682,0.3484115425372829,0,514,16
616523,0.3475661660480068,0,514,17
224156,0.3399425582463944,0,514,18
76551,0.3351236242078819,0,514,19
654542,0.9371249877050117,1,681,0
785560,0.6461725627684238,1,681,1
845247,0.5698716383834939,1,681,2
305700,0.5640128380886731,1,681,3
750200,0.4084648276577678,0,681,4
478036,0.4078829791830208,0,681,5
1049991,0.37685417417180805,0,681,6
1022349,0.3715773828730418,0,681,7
526767,0.3662370000675246,0,681,8
297426,0.365414950447902,0,681,9
1031744,0.3562268043070759,0,681,10
429419,0.3548046927941421,0,681,11
815940,0.35385059920578005,0,681,12
1105770,0.3505241703454801,0,681,13
621687,0.35035086994541487,0,681,14
338296,0.3500262029092221,0,681,15
583539,0.3472752739630941,0,681,16
190949,0.34692469451282226,0,681,17
484750,0.3458676500109961,0,681,18
789519,0.3449479801583958,0,681,19
85377,0.9437359400173203,1,767,0
361503,0.6994940106627991,1,767,1
143421,0.601664684342706,1,767,2
90534,0.6012141450739201,1,767,3
923874,0.5763338973666398,1,767,4
195729,0.37359732751627683,0,767,5
575982,0.3723946791316613,0,767,6
259493,0.3601522575039035,0,767,7
1107056,0.35669247877041477,0,767,8
759766,0.3547823432754105,0,767,9
950445,0.34849497614323094,0,767,10
518142,0.3428686089741667,0,767,11
272533,0.3422834324496835,0,767,12
727434,0.3411076692936449,0,767,13
299609,0.33812351617587877,0,767,14
762663,0.33535245727911633,0,767,15
392451,0.3351675592144997,0,767,16
588106,0.33363025214812436,0,767,17
429042,0.3333960569405778,0,767,18
100505,0.3331413153657887,0,767,19
663823,0.9935968724868394,1,883,0
46854,0.5775742472106125,1,883,1
817296,0.4356997693102473,0,883,2
219229,0.37924420725712604,0,883,3
854276,0.3706476258209338,0,883,4
111496,0.3673266765737385,0,883,5
585432,0.36113485137355816,0,883,6
775981,0.36096462961564013,0,883,7
935984,0.3597189388766875,0,883,8
339068,0.3581436243699724,0,883,9
235228,0.35677186789177284,0,883,10
928164,0.34418335741712286,0,883,11
1077512,0.34278190439341655,0,883,12
344765,0.3416273131662514,0,883,13
691200,0.3390265238859775,0,883,14
770085,0.33785601367351575,0,883,15
898766,0.3375513305736148,0,883,16
437774,0.3371904820979839,0,883,17
329592,0.335000485270862,0,883,18
82404,0.3345820294960862,0,883,19
655183,0.9422575304186918,1,1006,0
