JobID,Y_prob,Y_pred,UserID,rank
1116150,0.9180936287101531,1,13,0
328664,0.9127863472828082,1,13,1
164436,0.8935319551250624,1,13,2
997257,0.8797306502920255,1,13,3
11974,0.8671488381186057,1,13,4
916743,0.861721345492895,1,13,5
568507,0.8553036913297386,1,13,6
601850,0.8520660859489517,1,13,7
230268,0.8519811724100284,1,13,8
764500,0.829701847412765,1,13,9
1057569,0.8255423630130382,1,13,10
296344,0.7786502542657127,1,13,11
842053,0.7720699214918494,1,13,12
931979,0.7715961603340795,1,13,13
602913,0.7699203028446062,1,13,14
28031,0.7623566753549553,1,13,15
919556,0.7581949958456117,1,13,16
258050,0.7524986794864261,1,13,17
614701,0.7466209246675375,1,13,18
265838,0.7360879161744126,1,13,19
1076104,0.9330698526319787,1,514,0
755161,0.8669321773230982,1,514,1
664013,0.838025321717853,1,514,2
74146,0.828371355598766,1,514,3
38932,0.8272447409595249,1,514,4
525141,0.8128658474547149,1,514,5
1105755,0.8060426866128253,1,514,6
196371,0.7863368611973041,1,514,7
316914,0.7742933355738677,1,514,8
487165,0.74967015263486,1,514,9
465157,0.7313754487394326,1,514,10
67534,0.7029580892119045,1,514,11
219657,0.7024367346561884,1,514,12
609063,0.6872213019977486,1,514,13
652613,0.6846260946694295,1,514,14
334090,0.6670781662397532,1,514,15
480716,0.6593856127240763,1,514,16
457925,0.6536712712602568,1,514,17
814408,0.6462674425987252,1,514,18
99831,0.6307582774035938,1,514,19
996746,0.9498605320207055,1,681,0
758570,0.9090238941656922,1,681,1
551679,0.8986633048020283,1,681,2
811829,0.8650465741111824,1,681,3
325869,0.8578495531152993,1,681,4
166326,0.8389208327741052,1,681,5
365727,0.8358312079948431,1,681,6
1018843,0.8235295362796645,1,681,7
777957,0.7999117524856405,1,681,8
876096,0.787852434897051,1,681,9
576790,0.784928867650617,1,681,10
617606,0.775974220132914,1,681,11
696172,0.7570328911326047,1,681,12
920380,0.7497003765997234,1,681,13
349586,0.7276744783550856,1,681,14
1012615,0.7196802523308686,1,681,15
158277,0.7114893552856295,1,681,16
466161,0.708891815076476,1,681,17
212560,0.6488612294655831,1,681,18
887688,0.6475201142695889,1,681,19
151832,0.9231120725384904,1,767,0
344145,0.9091942691131972,1,767,1
576744,0.8960706588738554,1,767,2
758570,0.858522083997098,1,767,3
611137,0.8540995110959667,1,767,4
279919,0.8482790848289294,1,767,5
886496,0.836842112296693,1,767,6
581376,0.8320811550005838,1,767,7
16128,0.8315750883315444,1,767,8
241683,0.8225659423721572,1,767,9
887393,0.8137696570229371,1,767,10
597394,0.801124476660023,1,767,11
1005006,0.790126453120967,1,767,12
566294,0.7895154011492637,1,767,13
374426,0.7841446251357422,1,767,14
901922,0.7748147531264987,1,767,15
243961,0.7675069282920971,1,767,16
399199,0.7586008950982437,1,767,17
540152,0.7524578221786168,1,767,18
759635,0.7442734170682218,1,767,19
490779,0.9257617608291245,1,883,0
1041638,0.9012011714030738,1,883,1
284287,0.8636964321938863,1,883,2
470445,0.8582754989733451,1,883,3
1095354,0.8346985019750848,1,883,4
195149,0.8324445002336793,1,883,5
467794,0.8273029589363149,1,883,6
763434,0.8225231344604886,1,883,7
686388,0.8083273127010204,1,883,8
1039430,0.7922064555400852,1,883,9
678920,0.7892012653511131,1,883,10
586700,0.7726309088793119,1,883,11
41844,0.7503709302676245,1,883,12
315252,0.7502135566214311,1,883,13
153348,0.746792839733273,1,883,14
160602,0.7319055458200614,1,883,15
315258,0.7257301269627349,1,883,16
259557,0.6897735118249498,1,883,17
38019,0.6809609306317255,1,883,18
947408,0.6304200787521616,1,883,19
148525,0.9132832686883648,1,1006,0
885637,0.898044520535817,1,1006,1
14333,0.8890146440548551,1,1006,2
928071,0.8844458882498089,1,1006,3
241747,0.8829388357618998,1,1006,4
146644,0.8814125172268632,1,1006,5
1082582,0.8624178832643788,1,1006,6
192850,0.8616700470474287,1,1006,7
500745,0.8604348019837512,1,1006,8
146249,0.8604139073362101,1,1006,9
1055024,0.8509530567908323,1,1006,10
513671,0.8449127888481747,1,1006,11
388677,0.8421165227251668,1,1006,12
26507,0.841908670281422,1,1006,13
375930,0.841488442819612,1,1006,14
755158,0.8406823106134831,1,1006,15
50156,0.8404573109936317,1,1006,16
266211,0.8395857386306911,1,1006,17
386278,0.8392282205048771,1,1006,18
1090164,0.8380866532167879,1,1006,19
163278,0.8053213117085211,1,1066,0
675731,0.605393436343979,1,1066,1
431912,0.5820471422468296,1,1066,2
198444,0.5799976898308205,1,1066,3
3951,0.5451409374526375,1,1066,4
303681,0.5247185515166134,1,1066,5
513071,0.4967326980316123,0,1066,6
5039,0.44445296395752565,0,1066,7
943414,0.43888966265600676,0,1066,8
498885,0.43472866925296233,0,1066,9
1053007,0.4303754678720095,0,1066,10
171199,0.42242879625253643,0,1066,11
327929,0.39597396458669515,0,1066,12
438062,0.3890877954566012,0,1066,13
345143,0.2848219545617407,0,1066,14
68295,0.26487630750371166,0,1066,15
819078,0.26465071260053097,0,1066,16
605138,0.26121556791685024,0,1066,17
436903,0.2595469561114045,0,1066,18
559968,0.25374237638414016,0,1066,19
344145,0.9269459578688585,1,1149,0
613479,0.8934703073832425,1,1149,1
798629,0.8912821167526367,1,1149,2
1075021,0.8787396346796098,1,1149,3
216899,0.8767734311207314,1,1149,4
795618,0.8648305179348046,1,1149,5
1025332,0.8619419014203212,1,1149,6
208576,0.8520518342283717,1,1149,7
909888,0.8457842509431547,1,1149,8
740145,0.844547971407665,1,1149,9
809480,0.8281807605831513,1,1149,10
490745,0.8237982843280018,1,1149,11
554204,0.8195514761061553,1,1149,12
679385,0.818360198140107,1,1149,13
1062483,0.8135623595870232,1,1149,14
761395,0.8117795902056832,1,1149,15
685839,0.8092819404708803,1,1149,16
607756,0.8023246996119597,1,1149,17
879881,0.8002183694525872,1,1149,18
1007247,0.7862474297391583,1,1149,19
790782,0.9006615510562551,1,2520,0
544965,0.874923780242115,1,2520,1
493034,0.8672123292142144,1,2520,2
16123,0.8605359132908563,1,2520,3
147228,0.8560487796888695,1,2520,4
228540,0.839491975542065,1,2520,5
730777,0.8232650736904286,1,2520,6
787934,0.8122404751422604,1,2520,7
436837,0.8010837750079933,1,2520,8
16127,0.7860230041387011,1,2520,9
36776,0.7820575629251805,1,2520,10
397991,0.7726279182321227,1,2520,11
25933,0.7075622563339194,1,2520,12
49616,0.6751010919099028,1,2520,13
814118,0.6750900774267672,1,2520,14
211019,0.6642203358427643,1,2520,15
781938,0.6634259650608939,1,2520,16
1106032,0.6625138846356793,1,2520,17
436995,0.6611445558686193,1,2520,18
742062,0.6581227382685213,1,2520,19
245476,0.7415672488016942,1,2639,0
837469,0.7313941968007722,1,2639,1
34422,0.702361596792044,1,2639,2
417739,0.5944528558222891,1,2639,3
501261,0.5913041427822262,1,2639,4
78886,0.5853553715120292,1,2639,5
843121,0.5302147898691106,1,2639,6
947391,0.5250582479603838,1,2639,7
373775,0.5148744872002274,1,2639,8
27669,0.5138183679177162,1,2639,9
395949,0.5037167526569601,1,2639,10
968169,0.4977254962407225,0,2639,11
410451,0.4935196927625315,0,2639,12
552575,0.483598545738303,0,2639,13
425156,0.43970646606004254,0,2639,14
420189,0.42896240981965644,0,2639,15
726490,0.4270539242299467,0,2639,16
504704,0.4011954343404651,0,2639,17
340586,0.3939866089777672,0,2639,18
1040967,0.3825010103116649,0,2639,19
800809,0.8739613240381565,1,3699,0
338236,0.8603641176978073,1,3699,1
41384,0.8317258992518765,1,3699,2
613788,0.8259081406761991,1,3699,3
911320,0.8183247438509621,1,3699,4
326691,0.8058377274019449,1,3699,5
39053,0.7956878398193539,1,3699,6
497214,0.7827349946994416,1,3699,7
227571,0.7734789051202455,1,3699,8
277000,0.7727333410692754,1,3699,9
524660,0.7631668470448234,1,3699,10
960139,0.7584339353202942,1,3699,11
408632,0.7569675131266745,1,3699,12
212344,0.7526180408290103,1,3699,13
169601,0.7514022464639046,1,3699,14
562511,0.7436332742819367,1,3699,15
488437,0.7390389949228916,1,3699,16
854127,0.7378728855131091,1,3699,17
822307,0.7358319288662429,1,3699,18
7004,0.7284731699840102,1,3699,19
701104,0.9040093463818982,1,3763,0
281276,0.854766981648519,1,3763,1
457913,0.8121240513478852,1,3763,2
285670,0.7904423111081732,1,3763,3
954111,0.7879081704910305,1,3763,4
331638,0.7779625870472,1,3763,5
881912,0.7671710876437772,1,3763,6
681434,0.7120847914011298,1,3763,7
489002,0.708521273007267,1,3763,8
1075583,0.7084078026920639,1,3763,9
953249,0.6989088173743411,1,3763,10
917127,0.6935869786013996,1,3763,11
585230,0.6750827276575172,1,3763,12
1115576,0.6313765993861226,1,3763,13
883773,0.6209129658859021,1,3763,14
475999,0.6116347274844639,1,3763,15
586452,0.5717161570849538,1,3763,16
553296,0.5166903018287266,1,3763,17
1062436,0.5030094655130619,1,3763,18
306605,0.5004076684845131,1,3763,19
63952,0.9055034804979561,1,3859,0
1037604,0.8915403071839485,1,3859,1
972724,0.8860866061729369,1,3859,2
315286,0.8848012000699197,1,3859,3
1089872,0.8756713427625192,1,3859,4
861961,0.8755514951685954,1,3859,5
162007,0.8735034633327294,1,3859,6
975389,0.8710058273753415,1,3859,7
911247,0.8709117017092175,1,3859,8
701104,0.8613633888386912,1,3859,9
1055840,0.8586131308534514,1,3859,10
517745,0.8580977002390688,1,3859,11
908559,0.8534390026028177,1,3859,12
166718,0.8482435946500262,1,3859,13
818392,0.8328895049987037,1,3859,14
209693,0.8266978256889714,1,3859,15
575008,0.823594206527698,1,3859,16
962902,0.822808604101761,1,3859,17
32291,0.8217160567933085,1,3859,18
849565,0.8210716241735718,1,3859,19
