JobID,Y_prob,Y_pred,UserID,rank
638811,0.7218407096228636,1,13,0
129969,0.7168436040557893,1,13,1
489470,0.6719174016253556,1,13,2
821691,0.6715150121639518,1,13,3
1066465,0.6646443960053428,1,13,4
561513,0.6501749968889212,1,13,5
237243,0.6401492302725701,1,13,6
75809,0.6371026571800227,1,13,7
855212,0.6293803811802222,1,13,8
904793,0.6244986043398364,1,13,9
559170,0.6207597155294439,1,13,10
350081,0.6021001225905913,1,13,11
598128,0.5999332015192613,1,13,12
123120,0.5963917283239489,1,13,13
383666,0.5936058631738987,1,13,14
472398,0.591920651605492,1,13,15
1041876,0.5911259070823139,1,13,16
482235,0.5909327414755127,1,13,17
508898,0.588569717394669,1,13,18
29419,0.5820600912187534,1,13,19
131166,0.7029697745375464,1,514,0
616523,0.6814811579151427,1,514,1
411752,0.6607505627195092,1,514,2
661846,0.6473405375067259,1,514,3
967462,0.6469391416559813,1,514,4
879289,0.6269102405017284,1,514,5
767682,0.6164114730103004,1,514,6
904883,0.6022145421933252,1,514,7
1094800,0.5973898354726449,1,514,8
161085,0.5945727323129324,1,514,9
604142,0.5833207433043377,1,514,10
850977,0.5744494472663999,1,514,11
224156,0.5596088518969771,1,514,12
236557,0.4622877388844191,0,514,13
1086467,0.4622877388844191,0,514,14
316130,0.4622877388844191,0,514,15
483248,0.4622877388844191,0,514,16
1110480,0.4622877388844191,0,514,17
391589,0.4622877388844191,0,514,18
863186,0.4622877388844191,0,514,19
1013609,0.7088708523552077,1,681,0
484750,0.6930133079204106,1,681,1
1075844,0.6649019386650082,1,681,2
789519,0.6461541082378991,1,681,3
1105770,0.6398259958377186,1,681,4
654542,0.6044457833577058,1,681,5
893926,0.598297880137681,1,681,6
785560,0.5836334096313467,1,681,7
305700,0.5830846992868544,1,681,8
1016228,0.5814106965845873,1,681,9
583539,0.5799193291737386,1,681,10
338296,0.5754760374754121,1,681,11
526767,0.5664004826840241,1,681,12
297426,0.5636624884123861,1,681,13
845247,0.5623146362628015,1,681,14
13064,0.5606994845423878,1,681,15
1049991,0.5491693739363679,1,681,16
882928,0.4666506122013222,0,681,17
409591,0.4622877388844191,0,681,18
17473,0.4622877388844191,0,681,19
491762,0.739534449457711,1,767,0
762663,0.7375728884484928,1,767,1
143421,0.7165975392709689,1,767,2
361503,0.7080737706910041,1,767,3
85377,0.6800995934882074,1,767,4
950445,0.6522005831121538,1,767,5
392451,0.6050384441998985,1,767,6
272533,0.5940632251031045,1,767,7
518142,0.5903916557022498,1,767,8
507125,0.583350723058545,1,767,9
90534,0.5829557293280181,1,767,10
100505,0.5800765969142596,1,767,11
575982,0.5767856710627477,1,767,12
1107056,0.5636218124212523,1,767,13
299093,0.4975426693765916,0,767,14
923874,0.46680582972562396,0,767,15
662248,0.4622877388844191,0,767,16
317861,0.4622877388844191,0,767,17
1078435,0.4622877388844191,0,767,18
1059952,0.4622877388844191,0,767,19
46854,0.6627290482123902,1,883,0
969100,0.6370222503712079,1,883,1
1077512,0.6134488893761433,1,883,2
339068,0.6055837569164794,1,883,3
935984,0.5968761620192544,1,883,4
585432,0.5948086102995596,1,883,5
854276,0.5909769781152547,1,883,6
219229,0.5884984356732034,1,883,7
691200,0.5868508334963016,1,883,8
928164,0.5831902682506244,1,883,9
898766,0.5761730927737609,1,883,10
775981,0.5654794647882389,1,883,11
326411,0.5533811859977898,1,883,12
71610,0.4877123453236113,0,883,13
437774,0.48106229243538823,0,883,14
663823,0.4622877388844191,0,883,15
325078,0.4622877388844191,0,883,16
511778,0.4622877388844191,0,883,17
663977,0.4622877388844191,0,883,18
410644,0.4622877388844191,0,883,19
1012531,0.6380059237802229,1,1006,0
883643,0.6356558472412309,1,1006,1
475009,0.6354822550623515,1,1006,2
874875,0.6313638961086873,1,1006,3
214003,0.6301688321393706,1,1006,4
843873,0.628417447208496,1,1006,5
661999,0.5900463258038164,1,1006,6
269416,0.5809681186001705,1,1006,7
452955,0.5794818806148735,1,1006,8
463246,0.5634771069446824,1,1006,9
105054,0.5566939019112376,1,1006,10
1074888,0.5558564378003513,1,1006,11
616140,0.5531942523575354,1,1006,12
253914,0.49572078899588223,0,1006,13
1007614,0.47407274170656355,0,1006,14
655183,0.4622877388844191,0,1006,15
545320,0.4622877388844191,0,1006,16
34362,0.4622877388844191,0,1006,17
906481,0.4622877388844191,0,1006,18
703938,0.4622877388844191,0,1006,19
709999,0.7594332693792967,1,1066,0
957610,0.6722629214914195,1,1066,1
162592,0.6622113810099247,1,1066,2
1054712,0.6322728709781869,1,1066,3
350122,0.5902010187089985,1,1066,4
1025798,0.5454954013903688,1,1066,5
749901,0.545095104660202,1,1066,6
513996,0.4729882488807263,0,1066,7
558617,0.4622877388844191,0,1066,8
441693,0.4622877388844191,0,1066,9
166615,0.4622877388844191,0,1066,10
645392,0.4622877388844191,0,1066,11
999327,0.4622877388844191,0,1066,12
66750,0.4622877388844191,0,1066,13
284377,0.4622877388844191,0,1066,14
948852,0.4622877388844191,0,1066,15
470712,0.4622877388844191,0,1066,16
139765,0.4622877388844191,0,1066,17
1115755,0.4622877388844191,0,1066,18
512913,0.4622877388844191,0,1066,19
807824,0.755150274597153,1,1149,0
