UserID,JobID,Y_prob,Y_pred,rank
13,821691,0.9460819303209994,1,0
13,129969,0.5388668921792139,1,1
13,860580,0.5373474573189638,1,2
13,145443,0.5300147978578085,1,3
13,1092282,0.5228867006825255,1,4
13,208055,0.5221627306716441,1,5
13,701157,0.5176828903322702,1,6
13,234659,0.5092400994187875,1,7
13,589357,0.5030287281714315,1,8
13,448819,0.49982856175442536,0,9
13,181759,0.49909247299458764,0,10
13,482235,0.49676894930862364,0,11
13,1094005,0.4905521156600156,0,12
13,70771,0.4901411602734877,0,13
13,598128,0.4845800344176539,0,14
13,830711,0.48348228859650866,0,15
13,785527,0.4826591774620505,0,16
13,85439,0.4811781413903799,0,17
13,1041876,0.4806673531995891,0,18
13,949413,0.48030151188360914,0,19
514,925751,0.4865254513159264,0,0
514,6284,0.4744662648096991,0,1
514,619462,0.4628281839762106,0,2
514,1076663,0.46008556611705104,0,3
514,347601,0.4544136496118787,0,4
514,209747,0.44855112737862757,0,5
514,646162,0.44672736423153486,0,6
514,713164,0.44672736423153486,0,7
514,594868,0.445936911116373,0,8
514,584963,0.4420892185582569,0,9
514,15474,0.4407098351692762,0,10
514,98804,0.44007394294539953,0,11
514,316130,0.4391332969873149,0,12
514,462154,0.4339096856532139,0,13
514,795640,0.4335431167735907,0,14
514,1070692,0.43327015763339866,0,15
514,161085,0.4330907686275462,0,16
514,39534,0.43255464241302016,0,17
514,308342,0.4309102302756921,0,18
514,684820,0.4294574754126973,0,19
681,654542,0.909766021471508,1,0
681,17473,0.40236133120645906,0,1
681,981238,0.3986794823439301,0,2
681,527829,0.39537742404321846,0,3
681,776021,0.38630421888253175,0,4
681,110114,0.38460887790879444,0,5
681,692542,0.38346760622406695,0,6
681,847859,0.3825180202850161,0,7
681,1105770,0.3811520160354657,0,8
681,707349,0.3801734870803226,0,9
681,750200,0.37327858562042415,0,10
681,1022349,0.37219186024455464,0,11
681,515876,0.3681760085852326,0,12
681,643560,0.3645603037372986,0,13
681,726537,0.36333197770773595,0,14
681,429419,0.36331630431613565,0,15
681,436354,0.3626594495685717,0,16
681,145256,0.36247997108996416,0,17
681,790335,0.3621645688716411,0,18
681,54568,0.3602242104580454,0,19
767,85377,0.9493832037379267,1,0
767,662248,0.4868295203849589,0,1
767,1068112,0.4855968967221587,0,2
767,670064,0.48252572267125,0,3
767,468002,0.47665663931405156,0,4
767,505550,0.4707773763886816,0,5
767,213427,0.4705040870635249,0,6
767,530333,0.47004627691233736,0,7
767,781320,0.4664261244803431,0,8
767,937904,0.46495880550505614,0,9
767,992559,0.46312210332084125,0,10
767,466842,0.4628389090396654,0,11
767,588106,0.4628389090396654,0,12
767,1107056,0.46105137530170287,0,13
767,1035723,0.4595271564081739,0,14
767,20252,0.4578576596713964,0,15
767,540155,0.45770154575713534,0,16
767,491762,0.4553709081177483,0,17
767,950445,0.4519910252219562,0,18
767,938392,0.44586705968665546,0,19
883,663823,0.9919004697894195,1,0
883,854036,0.4548915090895659,0,1
883,325078,0.4533078996906794,0,2
883,263370,0.453173022184309,0,3
883,940031,0.44506139893237284,0,4
883,12085,0.44491625739844193,0,5
883,37723,0.44143736124152516,0,6
883,935984,0.43166555101149473,0,7
883,46854,0.43021082178032666,0,8
883,988516,0.4276168163916965,0,9
883,754769,0.4275915098475682,0,10
883,775981,0.4268471005805053,0,11
883,891153,0.42575289137749794,0,12
883,900221,0.424480089125703,0,13
883,600632,0.4224959991913302,0,14
883,1089345,0.41938463975896334,0,15
883,1029923,0.41654306587729467,0,16
883,719521,0.415953715846078,0,17
883,691200,0.4153232982254766,0,18
883,194613,0.4139320633520457,0,19
1006,655183,0.9460109853954068,1,0
1006,440264,0.4472038122053086,0,1
1006,644623,0.42537718265467767,0,2
1006,563550,0.41618650650552763,0,3
1006,234082,0.41594694565708007,0,4
1006,688392,0.41414318521970217,0,5
1006,44306,0.4114098564026126,0,6
1006,162816,0.41069332744156295,0,7
1006,273210,0.41039264244548834,0,8
1006,486380,0.40944909397213547,0,9
1006,1115654,0.40634456046681455,0,10
1006,292551,0.4028862929103002,0,11
1006,39582,0.4023607275794616,0,12
1006,606098,0.40172725383287894,0,13
1006,616140,0.3997559462277658,0,14
1006,1069160,0.39916325619108517,0,15
1006,676336,0.3990839157010803,0,16
1006,961186,0.39818643740589865,0,17
1006,649187,0.397353651142974,0,18
1006,414907,0.39669681540581125,0,19
1066,709999,0.9417596278761864,1,0
1066,22635,0.4624815618292869,0,1
1066,809582,0.4446452172930908,0,2
1066,139765,0.44156665439575576,0,3
1066,800997,0.42954945507422515,0,4
1066,30040,0.42776042065747055,0,5
1066,162592,0.42333342595387474,0,6
1066,977254,0.4215846427394266,0,7
1066,454649,0.4214880200309979,0,8
1066,558617,0.42135760558185337,0,9
1066,912450,0.42078006742900403,0,10
1066,782137,0.4196457574062854,0,11
1066,645392,0.41801737564780445,0,12
1066,881906,0.4170328565530193,0,13
1066,1114440,0.4154478191655242,0,14
1066,1030611,0.4137612877085717,0,15
1066,749901,0.4118420886958804,0,16
1066,417559,0.4106348638581048,0,17
1066,126780,0.40327905358201765,0,18
1066,1115755,0.40282436272576416,0,19
1149,807824,0.9922280862968451,1,0
1149,882192,0.42497584208408773,0,1
1149,691665,0.42349806316349675,0,2
1149,862335,0.4178093088165191,0,3
1149,922019,0.41564480976461526,0,4
1149,125733,0.41482058949503675,0,5
1149,339756,0.40867867108046957,0,6
1149,695978,0.40824432760493096,0,7
1149,130610,0.40506510363174963,0,8
1149,704357,0.40466402307838184,0,9
1149,720668,0.4029666507871597,0,10
1149,338957,0.40294584554547774,0,11
1149,1005420,0.3943425851471235,0,12
1149,619230,0.39025683265771643,0,13
1149,737003,0.38987795991620106,0,14
1149,610400,0.38962118059853584,0,15
1149,197992,0.3855167865889756,0,16
1149,1040524,0.3844179408248552,0,17
1149,938738,0.38227894588950573,0,18
1149,452034,0.3808795852551097,0,19
2520,163263,0.9324870109927967,1,0
2520,1081054,0.4430075030089946,0,1
2520,497493,0.43762724965553723,0,2
2520,70681,0.4345529235651365,0,3
2520,892000,0.4269100081109819,0,4
2520,353029,0.42148708961375153,0,5
2520,714917,0.42078058080779646,0,6
2520,145395,0.4191095038299647,0,7
2520,994133,0.41876045139880136,0,8
2520,40633,0.4146028204811007,0,9
2520,655252,0.41171837087380236,0,10
2520,228430,0.4112355833983042,0,11
2520,988140,0.4079585122290146,0,12
2520,707712,0.4064354664985482,0,13
2520,676883,0.4057268356187596,0,14
2520,846045,0.40547283867062217,0,15
2520,695561,0.40495727694604866,0,16
2520,393127,0.40382561971971187,0,17
2520,421002,0.40091490357174464,0,18
2520,659777,0.399947800560221,0,19
2639,688047,0.9942432717931589,1,0
2639,1017261,0.5493032225447967,1,1
2639,837014,0.5456363052130793,1,2
2639,244302,0.5438152947033691,1,3
2639,514304,0.536938787655741,1,4
2639,184444,0.5305684952903543,1,5
2639,1076581,0.5295339832257246,1,6
2639,32928,0.5281685298639405,1,7
2639,73945,0.5248247274343627,1,8
2639,623460,0.5243223288097274,1,9
2639,268565,0.5229202235047911,1,10
2639,478459,0.5218092285641166,1,11
2639,511399,0.5149983129405616,1,12
2639,975493,0.5148312695470393,1,13
2639,889188,0.5128544475379464,1,14
2639,999055,0.5121234753019864,1,15
2639,324095,0.5116457169303497,1,16
2639,204327,0.5115212237500968,1,17
2639,629006,0.5106651517891364,1,18
2639,987797,0.5090805709852488,1,19
3699,152025,0.9192020607612849,1,0
3699,659964,0.4486938754689844,0,1
3699,818625,0.43823976679976334,0,2
3699,590899,0.4324217292826487,0,3
3699,666548,0.4314910192242751,0,4
3699,298059,0.4299077119998882,0,5
3699,788837,0.4299077119998882,0,6
3699,521229,0.4275785680371267,0,7
3699,950030,0.42141267980284053,0,8
3699,270538,0.41181818221980254,0,9
3699,31401,0.4079067651335159,0,10
3699,319107,0.4023286787660152,0,11
3699,557460,0.40188009230387234,0,12
3699,604071,0.3999994273460557,0,13
3699,397167,0.39825067703680245,0,14
3699,596990,0.39720699867121984,0,15
3699,379962,0.39694146507748457,0,16
3699,826479,0.39629885022649497,0,17
3699,175200,0.3962609460571103,0,18
3699,170665,0.39589028610368177,0,19
3763,850036,0.9913608690870265,1,0
3763,867525,0.4343612321254946,0,1
3763,1090225,0.43096149217564295,0,2
3763,1081059,0.4299314063738831,0,3
3763,1040228,0.4231170250880141,0,4
3763,926885,0.41991203226026647,0,5
3763,738086,0.41927832713169855,0,6
3763,1049723,0.4172568056017434,0,7
3763,159337,0.4162328537438302,0,8
3763,280032,0.41078595199465995,0,9
3763,1110642,0.4097816701185227,0,10
3763,613467,0.40878693703888097,0,11
3763,1026178,0.40452874615481044,0,12
3763,235465,0.39920258756081556,0,13
3763,1036240,0.39876011362491126,0,14
3763,839259,0.3956051357414751,0,15
3763,655438,0.39419841020817725,0,16
3763,1089698,0.39161418835206585,0,17
3763,365691,0.3913358893299695,0,18
3763,1052963,0.389053939811795,0,19
3859,200635,0.945330265517042,1,0
3859,866221,0.489813655120559,0,1
3859,962066,0.4891329378875094,0,2
3859,829778,0.48249796734078404,0,3
3859,123971,0.4757824694757576,0,4
3859,910726,0.4757824694757576,0,5
3859,1088338,0.4649610810073702,0,6
3859,308168,0.4609647049929831,0,7
3859,362458,0.4606856548306291,0,8
3859,27004,0.45866493689993937,0,9
3859,585931,0.4573441173294065,0,10
3859,750883,0.45130593753957743,0,11
3859,772728,0.4510423903220031,0,12
3859,969624,0.4501292592741972,0,13
3859,808806,0.4492272177961731,0,14
3859,242925,0.447575434639323,0,15
3859,798385,0.4461216887344403,0,16
3859,490075,0.4447980112199442,0,17
3859,737399,0.4446735314160836,0,18
3859,478306,0.4403037219847174,0,19
4647,613634,0.41478222224359984,0,0
4647,958538,0.41355033921176043,0,1
4647,1107380,0.40402432040527664,0,2
4647,458897,0.40151561025128313,0,3
4647,349963,0.40026692136493885,0,4
4647,434122,0.39960721913470804,0,5
4647,922470,0.39489381804914975,0,6
4647,898920,0.3939114361033278,0,7
4647,353496,0.3899947578406967,0,8
4647,802554,0.3894829577520443,0,9
4647,1012624,0.3879983024754029,0,10
4647,379787,0.3854470050370511,0,11
4647,943112,0.3835287393265665,0,12
4647,240854,0.38348403545234316,0,13
4647,983796,0.38144174120568464,0,14
4647,548444,0.38100471967229343,0,15
4647,529441,0.37999381874905336,0,16
4647,963387,0.3791942038395147,0,17
4647,524589,0.3762674830201147,0,18
4647,603202,0.37450149242765324,0,19
4795,385305,0.952423306524092,1,0
4795,293975,0.47127131255310745,0,1
4795,476247,0.46612186184385324,0,2
4795,75335,0.46287595485912525,0,3
4795,1005378,0.4565016772114445,0,4
4795,984648,0.45126598248487587,0,5
4795,494421,0.4498963042583415,0,6
4795,878306,0.44509699835220606,0,7
4795,1028500,0.44246431059718866,0,8
4795,248536,0.4423255366142193,0,9
4795,157328,0.4417766413325688,0,10
4795,440585,0.44114870745400797,0,11
4795,345099,0.44101704235750516,0,12
4795,716434,0.4395966754281923,0,13
4795,1033371,0.4395052865881722,0,14
4795,929333,0.4391748979853425,0,15
4795,482214,0.43916616782345463,0,16
4795,1043723,0.4391077981660638,0,17
4795,113136,0.43730285496700594,0,18
4795,512742,0.435094970307879,0,19
4946,12462,0.9909743727882824,1,0
4946,945773,0.4657773872347712,0,1
4946,510044,0.45555626971934765,0,2
4946,763924,0.4477211439424719,0,3
4946,458244,0.4461332353097944,0,4
4946,744975,0.444780629605931,0,5
4946,374191,0.4412383201297295,0,6
4946,978893,0.44118987308830065,0,7
4946,79687,0.43939331558539546,0,8
4946,180682,0.43262392881043593,0,9
4946,148187,0.42526447374565324,0,10
4946,117076,0.42450528174102736,0,11
4946,151211,0.42421876002052805,0,12
4946,167024,0.4238864662668619,0,13
4946,766911,0.4236262879074277,0,14
4946,532599,0.42317861862242945,0,15
4946,883439,0.42278567799916267,0,16
4946,793864,0.41991728874267875,0,17
4946,623155,0.4181861472640178,0,18
4946,923904,0.4176921736572001,0,19
5331,177068,0.9924482123003955,1,0
5331,977505,0.5071593437034568,1,1
5331,769633,0.4974422025284801,0,2
5331,1104370,0.49409724391645493,0,3
5331,403207,0.4892433057198644,0,4
5331,1033685,0.48250117327779896,0,5
5331,648830,0.482367126596845,0,6
5331,748920,0.4791057015503935,0,7
5331,246260,0.4786768732994175,0,8
5331,93617,0.47748085626230413,0,9
5331,605028,0.4712084870433883,0,10
5331,868434,0.4711714467867915,0,11
5331,480986,0.46377604840787046,0,12
5331,960432,0.46377309226299784,0,13
5331,620014,0.4630333900510441,0,14
5331,703175,0.459287779605472,0,15
